Player,Pos,Ht,Wt,Exp,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G,Season
Pepe Sánchez,PG,6.4,195,0,23,24,0,4.8,0.4,0.9,.429,0.0,0.0,.000,0.4,0.8,.450,.429,0.1,0.1,1.000,0.1,0.5,0.6,1.5,0.4,0.0,0.1,0.8,0.8,2001
Eric Snow,PG,6.3,190,5,27,50,50,34.8,3.6,8.7,.418,0.1,0.4,.263,3.5,8.3,.425,.424,2.4,3.1,.792,0.5,2.8,3.3,7.4,1.5,0.1,2.5,2.5,9.8,2001
Kenny Anderson,PG,6.0,168,9,30,33,28,25.7,2.7,6.9,.388,0.3,1.0,.333,2.3,5.9,.397,.412,1.8,2.2,.831,0.5,1.7,2.2,4.1,1.3,0.1,1.6,1.9,7.5,2001
Tony Battie,C,6.11,230,3,24,40,25,21.1,2.7,5.0,.537,0.0,0.1,.000,2.7,5.0,.545,.537,1.1,1.7,.638,1.8,4.0,5.8,0.4,0.7,1.5,0.9,3.2,6.5,2001
Mark Blount,C,7.0,230,0,25,64,50,17.2,1.6,3.1,.505,0.0,0.0,,1.6,3.1,.505,.505,0.7,1.0,.697,1.5,2.1,3.6,0.5,0.6,1.2,1.0,2.9,3.9,2001
Randy Brown,PG,6.2,190,9,32,54,35,22.9,1.9,4.4,.422,0.0,0.1,.000,1.9,4.3,.427,.422,0.4,0.7,.575,0.4,1.4,1.8,2.9,1.1,0.2,1.0,2.4,4.1,2001
Rick Brunson,PG,6.4,190,3,28,7,0,20.3,1.4,5.0,.286,0.3,1.6,.182,1.1,3.4,.333,.314,0.6,1.3,.444,0.3,1.0,1.3,3.4,1.0,0.1,1.3,2.3,3.7,2001
Chris Carr,SG,6.5,207,5,26,35,0,8.8,1.5,3.2,.473,0.5,1.1,.459,1.0,2.1,.480,.549,1.3,1.7,.767,0.3,0.9,1.3,0.3,0.1,0.1,0.5,1.3,4.8,2001
Adrian Griffin,SF,6.5,217,1,26,44,0,8.6,0.8,2.2,.340,0.2,0.6,.346,0.5,1.6,.338,.387,0.4,0.5,.750,0.6,1.4,2.0,0.6,0.4,0.1,0.4,1.0,2.1,2001
Chris Herren,PG,6.2,197,1,25,25,7,16.3,1.2,3.8,.302,0.6,2.2,.291,0.5,1.6,.317,.385,0.4,0.5,.750,0.2,0.7,0.8,2.2,0.6,0.0,0.8,1.7,3.3,2001
Walter McCarty,PF,6.10,230,4,26,60,3,8.0,0.8,2.1,.357,0.3,0.9,.339,0.4,1.2,.371,.433,0.4,0.5,.786,0.4,1.0,1.4,0.7,0.2,0.1,0.3,1.4,2.2,2001
Jérôme Moïso,C,6.10,235,0,22,24,0,5.6,0.5,1.3,.400,0.0,0.0,.000,0.5,1.2,.414,.400,0.5,1.1,.423,0.5,1.3,1.8,0.1,0.1,0.2,0.8,1.2,1.5,2001
Doug Overton,PG,6.3,190,8,31,7,1,20.6,2.1,6.3,.341,0.1,0.6,.250,2.0,5.7,.350,.352,1.0,1.6,.636,0.4,1.7,2.1,2.7,0.6,0.0,1.9,2.1,5.4,2001
Milt Palacio,PG,6.3,195,1,22,58,6,19.7,2.2,4.6,.472,0.2,0.6,.333,2.0,4.0,.494,.494,1.3,1.6,.848,0.4,1.3,1.8,2.6,0.8,0.0,1.4,1.4,5.9,2001
Paul Pierce,SF,6.7,235,2,23,82,82,38.0,8.4,18.5,.454,1.8,4.7,.383,6.6,13.8,.478,.503,6.7,9.0,.745,1.1,5.2,6.4,3.1,1.7,0.8,3.2,3.1,25.3,2001
Vitaly Potapenko,C,6.10,280,4,25,82,7,23.2,3.0,6.4,.476,0.0,0.0,,3.0,6.4,.476,.476,1.4,1.9,.728,2.5,3.5,6.0,0.8,0.6,0.3,1.3,2.8,7.5,2001
Bryant Stith,SG,6.5,208,8,30,78,74,32.1,3.1,7.8,.401,1.2,3.1,.376,2.0,4.7,.417,.475,2.2,2.7,.845,0.8,2.8,3.6,2.2,1.2,0.2,1.2,2.3,9.7,2001
Antoine Walker,PF,6.8,224,4,24,81,81,41.9,8.8,21.2,.413,2.7,7.4,.367,6.0,13.8,.439,.478,3.1,4.3,.716,1.9,7.0,8.9,5.5,1.7,0.6,3.7,3.1,23.4,2001
Eric Williams,SF,6.8,220,5,28,81,11,21.5,2.0,5.5,.362,0.6,1.7,.331,1.4,3.8,.375,.413,2.0,2.9,.714,0.8,1.8,2.6,1.4,0.8,0.2,0.9,2.2,6.6,2001
Corie Blount,PF,6.9,240,7,32,30,6,12.9,0.8,1.6,.489,0.0,0.0,,0.8,1.6,.489,.489,0.3,0.5,.533,1.2,1.7,2.8,0.3,0.4,0.2,0.6,2.5,1.8,2001
Vinny Del Negro,PG,6.4,185,10,34,36,0,14.6,2.1,4.0,.528,0.0,0.1,.000,2.1,3.9,.543,.528,0.7,0.8,.893,0.2,1.2,1.4,1.8,0.6,0.1,0.5,1.2,4.9,2001
Tony Delk,SG,6.1,189,4,27,82,11,27.9,4.7,11.3,.415,0.7,2.0,.321,4.0,9.2,.436,.444,2.3,2.9,.787,0.9,2.3,3.2,2.0,0.9,0.2,1.2,2.1,12.3,2001
Chris Dudley,C,6.11,235,13,35,53,33,11.6,0.5,1.4,.397,0.0,0.0,,0.5,1.4,.397,.397,0.3,0.7,.389,1.2,2.2,3.5,0.3,0.3,0.5,0.5,2.1,1.4,2001
Mario Elie,SG,6.5,210,10,37,68,67,22.1,1.5,3.6,.423,0.5,1.5,.360,1.0,2.1,.466,.496,0.8,1.0,.797,0.6,1.7,2.3,1.9,0.9,0.2,0.9,1.6,4.4,2001
Rubén Garcés,PF,6.9,245,0,27,10,0,6.2,0.7,1.5,.467,0.0,0.0,,0.7,1.5,.467,.467,0.2,0.8,.250,1.2,1.0,2.2,0.4,0.2,0.1,0.5,1.4,1.6,2001
Tom Gugliotta,PF,6.10,240,8,31,57,2,20.3,2.6,6.7,.392,0.1,0.2,.250,2.6,6.5,.397,.396,1.1,1.4,.792,1.3,3.1,4.5,1.0,0.8,0.4,0.9,1.9,6.4,2001
Anfernee Hardaway,SG,6.7,195,7,29,4,4,28.0,3.8,9.0,.417,0.5,2.0,.250,3.3,7.0,.464,.444,1.8,2.8,.636,1.3,3.3,4.5,3.8,1.5,0.3,0.8,1.5,9.8,2001
Jason Kidd,PG,6.4,205,6,27,77,76,39.8,5.9,14.2,.411,0.9,3.0,.297,5.0,11.2,.442,.443,4.3,5.2,.814,1.2,5.2,6.4,9.8,2.2,0.3,3.7,2.2,16.9,2001
Shawn Marion,SF,6.7,220,1,22,79,79,36.2,7.1,14.7,.480,0.3,1.0,.256,6.8,13.6,.497,.489,3.0,3.7,.810,2.8,7.9,10.7,2.0,1.7,1.4,1.6,2.7,17.3,2001
Paul McPherson,PG,6.4,210,0,22,33,0,9.3,1.4,2.9,.490,0.0,0.2,.000,1.4,2.7,.522,.490,0.5,0.7,.750,0.6,0.8,1.5,0.5,0.4,0.1,0.7,1.5,3.4,2001
Elliot Perry,PG,6.0,150,8,31,43,6,10.7,1.4,3.0,.465,0.0,0.1,.250,1.4,2.9,.472,.469,0.4,0.5,.727,0.2,0.8,1.0,1.7,0.4,0.0,0.7,0.7,3.2,2001
Clifford Robinson,PF,6.10,225,11,34,82,82,33.5,6.1,14.5,.422,1.1,3.0,.361,5.0,11.4,.439,.460,3.1,4.4,.709,1.3,2.8,4.1,2.9,1.1,1.0,2.3,3.1,16.4,2001
Rodney Rogers,SF,6.7,235,7,29,82,3,26.6,4.6,10.7,.430,0.7,2.3,.296,3.9,8.4,.467,.462,2.3,3.0,.761,1.1,3.2,4.4,2.2,1.2,0.6,1.9,3.3,12.2,2001
Daniel Santiago,C,7.1,256,0,24,54,2,10.8,1.2,2.5,.478,0.0,0.0,,1.2,2.5,.478,.478,0.8,1.1,.689,0.6,1.2,1.9,0.2,0.3,0.4,0.9,1.9,3.1,2001
Jake Tsakalidis,C,7.2,285,0,21,57,39,16.6,1.8,3.8,.470,0.0,0.0,,1.8,3.8,.470,.470,0.9,1.6,.593,1.5,2.8,4.2,0.3,0.2,1.0,1.2,2.4,4.5,2001
Courtney Alexander,PG,6.5,205,0,23,27,18,33.7,6.6,14.6,.448,0.5,1.3,.389,6.0,13.3,.454,.466,3.3,3.9,.857,0.8,2.1,3.0,1.5,1.1,0.1,2.0,2.3,17.0,2001
Calvin Booth,C,6.11,230,1,24,40,22,16.0,1.9,4.2,.440,0.0,0.0,,1.9,4.2,.440,.440,0.8,1.1,.733,1.3,3.0,4.4,0.6,0.4,2.0,0.9,2.3,4.5,2001
Hubert Davis,PG,6.5,183,8,30,15,11,28.7,3.8,7.9,.479,1.3,2.5,.526,2.5,5.4,.457,.563,1.3,1.4,.905,0.7,1.3,2.0,3.3,0.4,0.0,1.7,1.9,10.2,2001
Obinna Ekezie,PF,6.9,270,1,25,29,0,9.4,1.1,2.7,.416,0.0,0.0,,1.1,2.7,.416,.416,1.3,1.8,.698,1.1,1.6,2.6,0.3,0.2,0.2,0.5,1.6,3.5,2001
Richard Hamilton,SF,6.6,185,1,22,78,42,32.3,7.0,16.0,.438,0.5,1.9,.274,6.5,14.1,.460,.454,3.6,4.1,.868,1.0,2.1,3.1,2.9,1.0,0.1,2.6,2.6,18.1,2001
Juwan Howard,PF,6.9,240,6,27,54,54,36.7,7.3,15.3,.474,0.0,0.0,,7.3,15.3,.474,.474,3.6,4.7,.770,2.2,4.8,7.0,2.9,0.9,0.4,3.1,3.4,18.2,2001
Popeye Jones,PF,6.8,250,7,30,45,1,14.2,1.3,3.4,.392,0.0,0.1,.167,1.3,3.3,.401,.395,0.9,1.2,.745,1.8,3.0,4.9,0.7,0.4,0.2,0.5,2.1,3.6,2001
Gerard King,SF,6.9,230,2,28,45,3,15.7,2.0,3.9,.511,0.0,0.0,,2.0,3.9,.511,.511,0.8,1.0,.800,0.9,2.0,2.9,0.7,0.3,0.2,1.0,2.1,4.8,2001
Christian Laettner,PF,6.11,235,8,31,25,13,29.3,4.5,9.1,.491,0.1,0.4,.300,4.4,8.7,.500,.498,4.1,4.9,.844,1.7,4.4,6.1,2.3,1.2,0.8,2.7,3.3,13.2,2001
Felipe López,SG,6.5,199,2,26,47,38,23.6,3.0,6.9,.436,0.1,0.6,.207,2.9,6.3,.458,.445,1.9,2.6,.732,0.6,2.8,3.4,1.6,0.9,0.4,1.2,2.3,8.1,2001
Tyrone Nesby,SF,6.6,225,2,25,48,22,25.5,3.1,8.5,.366,0.8,2.8,.291,2.3,5.7,.403,.414,1.4,1.7,.807,0.7,2.0,2.7,1.4,0.9,0.3,1.1,2.6,8.4,2001
Cherokee Parks,C,6.11,235,5,28,13,0,13.7,1.4,2.9,.474,0.0,0.0,,1.4,2.9,.474,.474,0.9,1.3,.706,1.0,2.1,3.1,0.5,0.5,0.8,0.8,1.5,3.7,2001
Laron Profit,PG,6.5,204,1,23,35,12,17.3,1.6,4.1,.394,0.2,0.7,.269,1.4,3.3,.422,.419,0.9,1.3,.733,0.5,1.3,1.8,2.5,1.0,0.3,1.3,1.2,4.3,2001
Mitch Richmond,SG,6.5,215,12,35,37,30,32.9,5.5,13.6,.407,1.2,3.6,.338,4.3,10.0,.431,.451,3.9,4.3,.894,0.4,2.5,2.9,3.0,1.2,0.2,2.3,2.3,16.2,2001
Michael Smith,PF,6.8,230,6,28,79,29,20.4,1.3,2.8,.486,0.0,0.0,.000,1.3,2.7,.488,.486,1.1,1.9,.578,2.2,4.9,7.1,1.3,0.7,0.5,0.8,2.0,3.8,2001
Mike Smith,SF,6.8,195,0,24,17,0,10.6,1.1,3.5,.322,0.2,1.1,.167,0.9,2.4,.390,.347,0.6,0.9,.625,0.6,0.7,1.3,0.6,0.3,0.2,0.4,0.5,3.0,2001
Rod Strickland,PG,6.3,175,12,34,33,28,30.9,4.3,10.0,.426,0.1,0.5,.250,4.2,9.5,.435,.432,3.5,4.5,.782,0.8,2.4,3.2,7.0,1.3,0.1,2.5,1.7,12.2,2001
David Vanterpool,PG,6.5,200,0,27,22,0,18.7,2.1,5.0,.418,0.0,0.3,.000,2.1,4.7,.442,.418,1.4,2.3,.600,0.7,1.0,1.7,3.0,1.0,0.1,1.7,2.0,5.5,2001
Loy Vaught,PF,6.9,230,10,32,14,0,11.2,1.8,3.4,.521,0.0,0.0,,1.8,3.4,.521,.521,0.3,0.3,1.000,1.1,2.4,3.6,0.5,0.4,0.1,0.6,0.9,3.9,2001
Jahidi White,C,6.9,290,2,24,68,56,23.7,3.0,6.0,.498,0.0,0.0,.000,3.0,6.0,.499,.498,2.6,4.6,.567,2.6,5.0,7.7,0.3,0.5,1.6,2.0,3.1,8.6,2001
Chris Whitney,PG,6.0,168,7,29,59,31,26.0,3.1,8.0,.387,1.6,4.2,.375,1.5,3.8,.401,.486,1.7,1.9,.894,0.2,1.6,1.8,4.2,0.9,0.1,1.7,2.5,9.5,2001
Jonathan Bender,SF,6.11,202,1,20,59,7,9.7,1.1,3.2,.355,0.2,0.7,.268,0.9,2.5,.379,.384,0.8,1.2,.735,0.2,1.0,1.3,0.5,0.1,0.5,0.7,1.2,3.3,2001
Travis Best,PG,5.11,182,5,28,77,21,31.9,4.5,10.2,.440,0.5,1.3,.381,4.0,9.0,.449,.464,2.4,2.9,.827,0.5,2.4,2.9,6.1,1.4,0.1,1.6,3.2,11.9,2001
Austin Croshere,PF,6.9,235,3,25,81,23,23.1,3.4,8.7,.394,0.9,2.6,.338,2.5,6.1,.417,.444,2.5,2.9,.866,1.5,3.3,4.8,1.1,0.4,0.6,1.7,2.2,10.1,2001
Tyus Edney,PG,5.10,152,3,27,24,0,11.0,1.5,3.8,.385,0.0,0.3,.167,1.4,3.5,.400,.390,1.5,1.6,.897,0.2,0.8,1.0,2.3,0.7,0.0,1.0,0.7,4.4,2001
Jeff Foster,C,6.11,236,1,24,71,9,16.2,1.4,3.0,.469,0.0,0.1,.286,1.4,2.9,.476,.474,0.7,1.3,.516,2.0,3.5,5.5,0.5,0.5,0.4,0.7,2.1,3.5,2001
Al Harrington,PF,6.9,230,2,20,78,38,24.3,3.1,7.0,.444,0.0,0.1,.143,3.1,6.9,.448,.445,1.3,2.0,.656,1.5,3.4,4.9,1.7,0.8,0.2,1.9,2.9,7.5,2001
Lari Ketner,PF,6.9,277,1,23,3,0,2.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,0.0,0.7,0.0,0.0,2001
Derrick McKey,SF,6.9,205,13,34,66,20,15.0,0.9,2.1,.441,0.1,0.3,.200,0.8,1.8,.483,.456,0.3,0.4,.778,0.7,1.9,2.7,1.1,0.7,0.2,0.7,2.1,2.2,2001
Reggie Miller,SG,6.7,185,13,35,81,81,39.3,6.4,14.5,.440,2.1,5.7,.366,4.3,8.8,.487,.512,4.0,4.3,.928,0.5,3.0,3.5,3.2,1.0,0.2,1.6,2.0,18.9,2001
Terry Mills,PF,6.10,230,10,33,14,0,8.1,0.8,2.4,.324,0.2,1.2,.176,0.6,1.2,.471,.368,0.0,0.0,,0.3,1.2,1.5,0.4,0.2,0.1,0.7,1.4,1.8,2001
Jermaine O'Neal,C,6.11,226,4,22,81,80,32.6,5.0,10.7,.465,0.0,0.1,.000,5.0,10.7,.468,.465,2.9,4.8,.601,3.1,6.7,9.8,1.2,0.6,2.8,2.0,3.5,12.9,2001
Sam Perkins,PF,6.9,235,16,39,64,41,15.6,1.3,3.5,.381,0.6,1.7,.345,0.8,1.8,.414,.465,0.5,0.6,.842,0.5,2.1,2.6,0.6,0.5,0.3,0.3,1.0,3.8,2001
Jalen Rose,SF,6.8,210,6,28,72,72,40.9,7.9,17.3,.457,0.8,2.4,.339,7.1,14.8,.476,.480,4.0,4.8,.828,0.5,4.5,5.0,6.0,0.9,0.6,2.9,3.2,20.5,2001
Bruno Šundov,C,7.2,220,2,20,11,4,10.9,1.8,3.7,.488,0.0,0.4,.000,1.8,3.4,.541,.488,0.3,0.5,.600,0.4,1.7,2.1,0.2,0.2,0.4,0.3,1.9,3.9,2001
Žan Tabak,C,7.0,245,5,30,55,14,14.1,1.8,3.4,.527,0.0,0.0,,1.8,3.4,.527,.527,0.4,0.9,.426,1.2,2.7,3.9,0.6,0.2,0.5,1.0,2.3,3.9,2001
Mookie Blaylock,PG,6.0,180,11,33,69,59,34.1,4.6,11.6,.396,1.1,3.3,.324,3.5,8.3,.424,.441,0.8,1.1,.697,1.0,2.9,3.9,6.7,2.4,0.3,1.9,1.9,11.0,2001
Corie Blount,PF,6.9,240,7,32,38,0,24.2,2.8,6.5,.433,0.1,0.2,.250,2.8,6.3,.439,.437,1.1,1.8,.632,3.8,4.4,8.3,1.3,0.8,0.4,1.4,2.4,6.8,2001
Chucky Brown,SF,6.7,214,11,32,6,0,12.3,1.5,3.3,.450,0.0,0.3,.000,1.5,3.0,.500,.450,1.0,1.7,.600,0.5,2.5,3.0,0.8,0.5,0.2,0.3,1.7,4.0,2001
John Coker,C,7.0,253,2,29,6,0,5.3,0.2,1.3,.125,0.0,0.0,,0.2,1.3,.125,.125,0.0,0.0,,0.5,0.3,0.8,0.3,0.2,0.0,0.3,0.7,0.3,2001
Vonteego Cummings,PG,6.3,185,1,24,66,11,22.7,2.7,7.8,.344,0.7,2.2,.336,2.0,5.7,.348,.391,1.2,1.8,.681,0.7,1.4,2.1,3.4,1.0,0.2,1.4,2.4,7.3,2001
Bill Curley,PF,6.9,220,4,28,15,2,11.8,1.6,2.9,.558,0.1,0.1,1.000,1.5,2.8,.548,.570,0.7,1.0,.733,1.4,1.1,2.5,0.2,0.4,0.5,0.9,2.7,4.0,2001
Erick Dampier,C,6.11,265,4,25,43,26,24.1,2.9,7.3,.401,0.0,0.0,.000,2.9,7.3,.404,.401,1.6,2.9,.532,2.3,3.6,5.8,1.4,0.4,1.3,1.9,2.9,7.4,2001
Vinny Del Negro,PG,6.4,185,10,34,29,1,13.7,1.0,3.1,.333,0.0,0.3,.111,1.0,2.8,.358,.339,0.6,0.6,1.000,0.1,0.9,1.1,2.1,0.2,0.0,0.5,1.2,2.7,2001
Danny Fortson,PF,6.7,260,3,24,6,6,33.8,4.8,8.3,.580,0.0,0.0,,4.8,8.3,.580,.580,7.0,9.0,.778,4.8,11.5,16.3,0.8,0.3,0.0,1.7,3.7,16.7,2001
Adonal Foyle,C,6.10,250,3,25,58,37,25.1,2.7,6.5,.416,0.0,0.0,,2.7,6.5,.416,.416,0.5,1.2,.441,2.7,4.3,7.0,0.8,0.5,2.7,1.4,2.3,5.9,2001
Rubén Garcés,PF,6.9,245,0,27,3,0,3.7,0.0,2.3,.000,0.0,0.0,,0.0,2.3,.000,.000,0.0,0.0,,1.3,1.0,2.3,0.3,0.3,0.3,0.0,0.0,0.0,2001
Chris Garner,PG,5.10,156,1,25,8,0,18.6,0.9,4.6,.189,0.0,0.9,.000,0.9,3.8,.233,.189,0.6,0.8,.833,0.3,1.3,1.5,2.3,0.9,0.1,1.1,2.3,2.4,2001
Larry Hughes,SG,6.5,184,2,22,50,45,36.9,6.2,16.1,.383,0.3,1.5,.187,5.9,14.6,.403,.391,3.9,5.0,.766,1.5,4.0,5.5,4.5,1.9,0.6,3.0,2.9,16.5,2001
Marc Jackson,C,6.10,270,0,26,48,35,29.4,4.9,10.6,.467,0.1,0.5,.217,4.8,10.1,.478,.471,3.2,4.0,.802,2.5,5.0,7.5,1.2,0.7,0.6,1.9,2.9,13.2,2001
Antawn Jamison,SF,6.8,223,2,24,82,82,41.4,9.8,22.1,.442,0.8,2.5,.302,9.0,19.6,.459,.459,4.7,6.5,.715,3.4,5.3,8.7,2.0,1.4,0.3,2.4,2.7,24.9,2001
Adam Keefe,PF,6.9,230,8,30,67,13,12.5,1.0,2.4,.403,0.0,0.0,.333,0.9,2.3,.404,.406,0.6,0.9,.619,1.3,1.8,3.1,0.5,0.4,0.3,0.6,1.5,2.5,2001
Randy Livingston,PG,6.4,209,4,25,2,0,3.5,0.0,1.0,.000,0.0,0.5,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2001
Paul McPherson,PG,6.4,210,0,22,22,0,13.0,2.8,5.5,.517,0.1,0.3,.333,2.7,5.2,.526,.525,1.1,1.5,.706,0.9,0.5,1.4,1.0,0.6,0.0,1.1,1.5,6.8,2001
Chris Mills,SF,6.6,215,7,31,15,8,32.9,4.7,12.7,.372,0.5,1.7,.280,4.3,11.1,.386,.390,2.1,2.4,.861,1.6,4.6,6.2,1.2,0.6,0.3,1.3,2.9,12.0,2001
Chris Mullin,SF,6.6,200,15,37,20,8,18.7,1.8,5.3,.340,1.0,2.6,.365,0.9,2.7,.315,.429,1.2,1.4,.857,0.5,1.6,2.1,1.0,0.8,0.5,1.0,1.4,5.8,2001
Chris Porter,SF,6.7,218,0,22,51,35,22.5,3.4,8.7,.389,0.0,0.1,.000,3.4,8.6,.393,.389,1.8,2.8,.667,1.7,2.0,3.7,1.2,0.9,0.1,1.2,2.2,8.6,2001
Bob Sura,SG,6.5,200,5,27,53,42,31.8,3.8,9.8,.390,0.9,3.2,.273,2.9,6.5,.448,.435,2.5,3.6,.714,1.0,3.3,4.3,4.6,1.0,0.2,3.0,2.4,11.1,2001
Earl Boykins,PG,5.5,135,2,24,10,0,14.9,2.5,6.3,.397,0.1,0.8,.125,2.4,5.5,.436,.405,1.4,1.7,.824,0.4,0.7,1.1,3.2,0.5,0.0,0.9,0.9,6.5,2001
Keyon Dooling,PG,6.3,196,0,20,76,1,16.3,1.9,4.8,.409,0.4,1.1,.350,1.6,3.7,.426,.448,1.6,2.4,.698,0.1,1.1,1.2,2.3,0.5,0.1,1.2,1.4,5.9,2001
Zendon Hamilton,C,6.11,250,0,25,3,0,6.3,0.7,3.0,.222,0.0,0.0,,0.7,3.0,.222,.222,1.7,2.7,.625,1.0,1.7,2.7,0.0,0.0,0.0,0.7,1.3,3.0,2001
Corey Maggette,SF,6.6,218,1,21,69,9,19.7,3.3,7.1,.462,0.2,0.8,.304,3.0,6.2,.483,.479,3.2,4.2,.774,1.3,2.9,4.2,1.2,0.5,0.1,1.5,2.0,10.0,2001
Jeff McInnis,PG,6.4,190,3,26,81,81,35.0,5.3,11.5,.463,0.6,1.8,.361,4.7,9.7,.482,.491,1.6,2.0,.807,0.5,2.2,2.7,5.5,0.9,0.1,1.4,2.5,12.9,2001
Darius Miles,SF,6.9,210,0,19,81,21,26.3,3.9,7.8,.505,0.0,0.2,.053,3.9,7.5,.519,.506,1.5,2.9,.521,1.6,4.3,5.9,1.2,0.6,1.5,1.8,2.4,9.4,2001
Tyrone Nesby,SG,6.6,225,2,25,14,12,23.8,2.9,8.8,.325,0.7,3.3,.217,2.1,5.5,.390,.366,1.3,1.6,.783,1.1,1.9,3.0,0.8,0.7,0.3,0.7,2.0,7.7,2001
Lamar Odom,PF,6.10,220,1,21,76,74,37.3,6.3,13.8,.460,1.1,3.3,.316,5.3,10.4,.506,.498,3.4,5.1,.679,1.4,6.3,7.8,5.2,1.0,1.6,3.5,3.1,17.2,2001
Michael Olowokandi,C,7.0,269,2,25,82,82,25.9,3.8,8.6,.435,0.0,0.0,,3.8,8.6,.435,.435,1.0,1.9,.545,2.0,4.4,6.4,0.6,0.4,1.3,2.1,3.0,8.5,2001
Cherokee Parks,C,6.11,235,5,28,52,31,16.8,2.2,4.5,.492,0.0,0.1,.000,2.2,4.4,.504,.492,0.4,0.5,.704,1.1,2.5,3.6,0.8,0.4,0.5,0.6,2.0,4.8,2001
Eric Piatkowski,SG,6.7,215,6,30,81,40,26.5,3.6,8.3,.433,1.5,3.7,.404,2.1,4.6,.456,.522,2.0,2.2,.873,0.7,2.3,3.0,1.2,0.6,0.2,0.9,1.5,10.6,2001
Quentin Richardson,SG,6.6,223,0,20,76,28,17.9,3.1,6.9,.442,0.7,2.0,.331,2.4,4.9,.487,.490,1.3,2.1,.627,1.4,2.0,3.4,0.8,0.6,0.1,0.8,1.3,8.1,2001
Sean Rooks,C,6.10,250,8,31,82,0,18.9,2.1,4.8,.428,0.0,0.0,.500,2.0,4.8,.427,.429,1.3,1.7,.748,1.1,2.6,3.7,0.9,0.4,0.8,0.9,2.4,5.4,2001
Brian Skinner,PF,6.9,255,2,24,39,23,15.0,1.6,4.1,.398,0.0,0.0,,1.6,4.1,.398,.398,0.8,1.5,.542,1.4,2.9,4.3,0.5,0.4,0.3,0.8,1.6,4.1,2001
Derek Strong,PF,6.8,220,9,32,28,8,17.5,1.6,4.2,.385,0.0,0.0,.000,1.6,4.1,.388,.385,1.0,1.3,.757,1.2,2.6,3.9,0.3,0.5,0.0,0.8,1.1,4.2,2001
Etdrick Bohannon,PF,6.9,220,3,27,6,0,3.2,0.3,0.7,.500,0.0,0.0,,0.3,0.7,.500,.500,0.7,0.7,1.000,0.5,0.7,1.2,0.0,0.0,0.3,0.2,0.7,1.3,2001
Chucky Brown,SF,6.7,214,11,32,20,2,13.3,1.6,3.8,.413,0.0,0.1,.000,1.6,3.7,.419,.413,0.8,1.2,.667,0.3,1.6,1.8,0.3,0.3,0.3,0.3,1.4,3.9,2001
Bimbo Coles,PG,6.1,180,10,32,47,0,17.1,1.9,5.1,.381,0.0,0.3,.125,1.9,4.7,.399,.385,1.0,1.2,.857,0.2,0.8,1.0,2.9,0.6,0.1,1.3,1.9,4.9,2001
Chris Gatling,PF,6.10,220,9,33,74,6,22.6,4.4,9.9,.449,0.4,1.2,.304,4.1,8.7,.470,.468,2.1,3.1,.684,1.3,3.9,5.3,0.8,0.7,0.4,1.6,2.5,11.4,2001
Matt Harpring,SG,6.7,231,2,24,56,55,28.8,4.3,9.4,.454,0.2,0.9,.250,4.0,8.4,.477,.467,2.4,2.9,.812,1.6,2.7,4.3,1.8,0.8,0.3,1.6,2.9,11.1,2001
Michael Hawkins,PG,6.0,178,3,28,10,0,7.6,0.3,0.9,.333,0.2,0.4,.500,0.1,0.5,.200,.444,0.0,0.0,,0.2,0.3,0.5,1.3,0.2,0.0,0.6,1.3,0.8,2001
Cedric Henderson,SF,6.7,215,3,25,55,10,17.5,1.9,4.8,.389,0.0,0.1,.125,1.8,4.6,.398,.391,0.5,0.8,.652,0.3,1.3,1.6,1.4,0.5,0.4,1.1,1.8,4.3,2001
Zydrunas Ilgauskas,C,7.3,238,2,25,24,24,25.7,4.8,9.8,.487,0.0,0.1,.000,4.8,9.7,.491,.487,2.2,3.3,.679,2.7,4.0,6.7,0.8,0.6,1.5,2.5,3.3,11.7,2001
Jim Jackson,SF,6.6,220,8,30,39,26,29.2,4.2,10.6,.390,0.3,1.1,.238,3.9,9.6,.408,.402,1.7,2.2,.786,0.9,2.8,3.7,2.9,0.9,0.2,2.1,2.5,10.3,2001
Anthony Johnson,PG,6.3,190,3,26,28,0,8.3,1.0,2.9,.333,0.0,0.1,.500,0.9,2.8,.329,.340,0.4,0.6,.688,0.3,0.5,0.8,1.6,0.2,0.0,0.5,0.8,2.4,2001
Brevin Knight,PG,5.10,173,3,25,6,0,15.5,0.3,2.5,.133,0.0,0.0,,0.3,2.5,.133,.133,0.8,1.0,.833,0.2,1.0,1.2,4.2,1.0,0.2,1.2,2.8,1.5,2001
Trajan Langdon,SG,6.3,197,1,24,65,5,17.2,2.1,4.8,.431,0.8,1.9,.411,1.3,2.9,.444,.513,1.0,1.2,.895,0.2,1.2,1.4,1.2,0.6,0.1,0.8,1.8,6.0,2001
Chris Mihm,C,7.0,265,0,21,59,43,19.8,2.9,6.6,.442,0.0,0.0,.000,2.9,6.6,.444,.442,1.7,2.1,.794,1.8,2.9,4.7,0.3,0.3,0.9,1.4,2.6,7.6,2001
